ID,target
000137c73,2368321.8619550434
00021489f,1793121.1414685396
0004d7953,1820601.1711165356
00056a333,4064352.1386192297
00056d8eb,1579202.4477178077
0005fc190,3573928.5901780785
000787e86,1647757.0968819452
0008510a0,1812329.9183210148
000895faf,3387147.174657721
000986fba,1787280.751480037
0009efcc5,20000000.0
000dd8f00,12827383.161246145
000e1cdc2,2306219.8960224018
00103739c,2620593.3588463
00134b367,1461351.3859433928
001788d0d,2258703.7040705495
0019c8ad7,2157031.495407569
001a267b9,1068397.250244092
001a85486,2334895.7672680947
001c4de06,2414218.22141265
001f9014b,2268489.7628025985
00216fb94,3172246.812782258
00235690e,4202634.796254015
00240739d,12045602.635286927
0024c3747,2647397.031254091
00297052d,1862057.9276698022
002ab8f85,1754564.4080731927
002bed5c0,2176526.129956356
002bf3974,3116785.1427651136
002d23a26,3030251.9856043593
002f27de9,2291207.771301697
0030d8bb4,2773156.074974577
003146acd,1653637.4239164118
003223263,1351168.0292425295
00335575e,2599600.23720296
00337cf9d,1602637.292565842
003394397,2323902.9102354283
0036358a3,3879042.0413379753
003770d30,2715792.324456989
003bed5ea,1123302.008707972
003ea6427,2172040.938457163
003ef8132,7847227.656442127
003fd1723,3092974.992144737
0041861b4,2943750.0
0042b718b,3034131.3525452977
004381d8f,4083750.6152396705
0043ca764,2419153.9284944343
004486837,363985.41646383255
0045c123e,4000000.0
0048915c6,2569804.788738276
004ab9a09,1641744.3794185224
004b2e1c9,2914445.086287639
004c54732,1721136.165912656
004cdefce,7471491.7622445235
004dd971b,2022666.66
004f9329b,1456146.2134503722
004fd2bca,1310272.4103269202
0054bfedb,1538221.3343701088
0054ec58a,347077.3451164111
00551f45d,20000000.0
005777b4c,2836162.600425491
00578d6ea,1972855.3025700375
005802488,1988273.9813267936
0059833b6,2624319.278746821
005a70085,2293704.2133502457
005b148a0,2427489.8230634946
005c28df4,1991668.4047521749
005f8dc26,3413067.398117641
00603c202,2381940.3767824243
006049609,5767076.783778517
00612f47e,822821.9573595087
00647a57f,7149203.747217863
0065853ee,2073001.4951224274
006589d5e,666676.2015776983
006598823,10000000.0
0065c093c,1529580.0399401372
006738351,2731273.479867198
006a0c6a8,1556021.2998726529
006e9efe6,2685340.008712051
006f029d3,1180392.0335769155
0070f35a2,3206809.1231035795
007135f85,5173170.4405355435
007285433,40000000.0
00735e101,2179686.707588738
0074ecf4e,4067913.18350448
007635fa9,1519441.2847419807
007723613,2155804.26682887
007867da9,821368.338629602
0078bfbd6,754146.0236548447
0078ce229,604693.0815502838
007a89d50,3496294.8182857586
007d43dfa,2810859.9538423503
007ee9e05,2702310.993052969
007ffeae2,3271430.2070809323
00835c85c,2115907.415542116
0084b08f1,2065371.4835917118
