ID,target
000137c73,1863388.6134353778
00021489f,1330229.230199788
0004d7953,1893305.7801421804
00056a333,3229232.8010443794
00056d8eb,961612.7773552076
0005fc190,2110827.3129678075
000787e86,1649122.0392623672
0008510a0,1566616.4296388987
000895faf,3284596.532795291
000986fba,1391964.8886874076
0009efcc5,20000000.0
000dd8f00,11781043.547398085
000e1cdc2,1896110.3578275768
00103739c,2493807.3937118594
00134b367,1662362.9643584075
001788d0d,1796345.90051344
0019c8ad7,1899796.404689867
001a267b9,745559.3832873066
001a85486,1647513.219226522
001c4de06,2468720.325745515
001f9014b,3087381.513787067
00216fb94,3739153.8807182047
00235690e,3328596.366399081
00240739d,9473730.905372756
0024c3747,2033921.75824667
00297052d,1615431.4416727643
002ab8f85,1664892.3954683107
002bed5c0,2175080.5792418392
002bf3974,2857721.732323757
002d23a26,2607657.50084697
002f27de9,2976008.1780600143
0030d8bb4,2239915.3406718336
003146acd,1744890.7658803107
003223263,1295245.220083435
00335575e,2347385.0813741772
00337cf9d,1471660.5390020916
003394397,2158654.9625153616
0036358a3,4115938.7934111184
003770d30,2201442.2432404184
003bed5ea,1148758.2473519044
003ea6427,2090086.6171320614
003ef8132,7961180.082953422
003fd1723,2726110.939518077
0041861b4,2943750.0
0042b718b,2405118.253769986
004381d8f,3880923.857114007
0043ca764,2506456.7542685904
004486837,513117.84636148677
0045c123e,4000000.0
0048915c6,2044300.1247430707
004ab9a09,1403826.6575254987
004b2e1c9,3150118.5882459
004c54732,1527828.970756044
004cdefce,5303082.658748107
004dd971b,2022666.66
004f9329b,1505590.2403952954
004fd2bca,1441315.5753805658
0054bfedb,1611621.7571157354
0054ec58a,364249.250979028
00551f45d,20000000.0
005777b4c,1827373.6080844027
00578d6ea,2010708.5730089832
005802488,2106959.513596876
0059833b6,2625976.4731769897
005a70085,2361384.0771712647
005b148a0,2377159.2153491494
005c28df4,1863240.6919060843
005f8dc26,3108876.959052886
00603c202,3021033.840042944
006049609,5555517.9565352425
00612f47e,646504.7403939064
00647a57f,7227939.187726264
0065853ee,2044319.5288524784
006589d5e,814955.3027318104
006598823,10000000.0
0065c093c,1676063.4229385627
006738351,2867564.6522907643
006a0c6a8,1514072.351658314
006e9efe6,2526506.0118455812
006f029d3,1028680.0905360085
0070f35a2,2990990.222177242
007135f85,4800259.098745801
007285433,40000000.0
00735e101,1903840.9320999603
0074ecf4e,3211756.3379443698
007635fa9,1455350.9003149073
007723613,1704275.8974514913
007867da9,638690.0454181882
0078bfbd6,599272.1532779821
0078ce229,755489.1288264621
007a89d50,2957171.6305197407
007d43dfa,2308524.660850372
007ee9e05,2589595.6928565684
007ffeae2,2945796.400005954
00835c85c,2259406.1181125087
0084b08f1,2243934.387706432
0087fb290,1200226.147166693
0088a96bd,2794857.14
008ac4292,2995950.34326221
008d8cca8,1769384.8847622264
008e07b8c,2075603.2921436254
008e5e25a,2284728.7061583647
0094edcdb,933333.34
00950141c,3135258.436812771
009566ef1,1246382.994160342
0095c81d4,1506010.7930013137
0097a6ed4,12400000.0
0098fef9a,2098242.8416929888
009b321ec,7634857.890346262
009cd681e,2725125.642428282
009f34f86,1153013.1356768685
009f35cd3,1949496.8217368268
009f65109,6000000.0
00a19014a,18000000.0
00a27e76a,360000.0
00a3b6ef7,1690989.6511722847
00a427603,1224392.7444782334
00a6dc8be,2481671.6581836483
00a811734,10000000.0
00a8f58a7,5794604.5521165095
