ID,target
000137c73,1841423.245724889
00021489f,1286532.1313953032
0004d7953,1862540.701741421
00056a333,4187083.61700017
00056d8eb,1191595.5399923592
0005fc190,3307439.74280275
000787e86,1933657.5119043353
0008510a0,1713721.3444052746
000895faf,2695257.3884108257
000986fba,1766273.8085015784
0009efcc5,19662741.083714906
000dd8f00,8969385.403627679
000e1cdc2,2249479.278083254
00103739c,2990736.541428149
00134b367,1888066.9721039864
001788d0d,1999156.1971196304
0019c8ad7,2453952.398690557
001a267b9,802374.9143578705
001a85486,1732420.794290875
001c4de06,2547043.5143255573
001f9014b,2514645.5695551885
00216fb94,4146754.805249
00235690e,2976506.3649090626
00240739d,8383013.88461688
0024c3747,2144091.747924964
00297052d,1802003.5332338184
002ab8f85,1678318.337878393
002bed5c0,2582951.9233256495
002bf3974,2495148.600945512
002d23a26,2396493.092145942
002f27de9,3552948.8810571227
0030d8bb4,2987177.6630087076
003146acd,1629446.6404995061
003223263,1237637.2101121475
00335575e,2690702.4849783173
00337cf9d,1595491.2113419555
003394397,2558378.7777087456
0036358a3,5360826.356199204
003770d30,2550629.0780688045
003bed5ea,977047.1748784598
003ea6427,1807519.643652367
003ef8132,8149552.5915577
003fd1723,2541447.1094485014
0041861b4,2862055.3625666765
0042b718b,2564646.5443071355
004381d8f,3401369.2720294045
0043ca764,2638465.7929782663
004486837,496050.1461746374
0045c123e,3993777.5981297507
0048915c6,3300681.6594237266
004ab9a09,1466478.776069573
004b2e1c9,3170960.5437258487
004c54732,1609994.8248801213
004cdefce,6220058.14326231
004dd971b,2030024.387599343
004f9329b,1059734.4177489073
004fd2bca,1455353.3292906259
0054bfedb,1611653.2223555294
0054ec58a,534269.098539073
00551f45d,19492502.00251712
005777b4c,1637613.4385253438
00578d6ea,2200802.284963806
005802488,2070763.1991536145
0059833b6,2636653.657391799
005a70085,2893728.5717677865
005b148a0,2835406.794276273
005c28df4,2060021.4025482691
005f8dc26,2737299.1104366514
00603c202,3259826.7746230746
006049609,6247266.930132383
00612f47e,786696.5291879672
00647a57f,6575991.396970667
0065853ee,2376087.943938684
006589d5e,13868082.011181891
006598823,9959359.935441198
0065c093c,1644596.5056037907
006738351,2690202.566416297
006a0c6a8,1638555.745721546
006e9efe6,2557915.0122459168
006f029d3,642184.1480509485
0070f35a2,2817532.1046291897
007135f85,6190015.955627885
007285433,38104188.77519063
00735e101,2200058.776187696
0074ecf4e,4042140.3246796816
007635fa9,1498394.7491305443
007723613,2727574.8339639995
007867da9,801697.0077269615
0078bfbd6,532589.828073734
0078ce229,761111.8150632058
007a89d50,3632706.8491882244
007d43dfa,2444873.3490113695
007ee9e05,2368226.387674681
007ffeae2,2443830.553678767
00835c85c,2204021.203750742
0084b08f1,2593971.4393004025
0087fb290,1446329.5425654587
0088a96bd,2801167.6590034226
008ac4292,3262574.254172788
008d8cca8,1800563.7776059886
008e07b8c,2982883.1675410797
008e5e25a,2908629.2027148753
0094edcdb,935681.9880533328
00950141c,2040355.7256088927
009566ef1,1931345.6078443045
0095c81d4,1724223.2560828421
0097a6ed4,12308412.12819716
0098fef9a,2340046.919512954
009b321ec,6012909.538751596
009cd681e,2987173.973626349
009f34f86,1022940.445630817
009f35cd3,1609153.2262257289
009f65109,5963357.524854566
00a19014a,17941830.55663082
00a27e76a,362569.20311376615
00a3b6ef7,1705851.7508362515
00a427603,1290192.09899091
00a6dc8be,2392039.69698673
00a811734,9959359.935441198
00a8f58a7,7034327.942306835
00aaae151,2596507.9419976673
00ab17f67,1626829.3875022489
00ac2d3a5,2954359.8494583513
00adab1b6,1711056.8604772869
00aef0d56,719863.4380261911
00b0b06c4,2123003.420431519
00b0e2303,541991.4143329778
00b1fbbc9,599548.582860918
00b43e0c1,3767682.957293451
00b7190a8,1430998.3062476942
00b722e1b,189139.7321096262
00bba815f,2753472.892099517
00bbb1c42,1388070.5301573288
00bc2b665,1185375.9229633862
00bc35689,2940413.09890679
00be23f52,3142066.1017894573
00be24ac5,2245908.9999097255
00bfd0f70,2987649.8578706714
00c02f73e,3365259.617884663
00c08e5b3,3249615.9885193445
00c8690ff,5535149.845610981
00c8df4d5,800030.3379099276
00c8e30de,2561119.784875175
00ca3fb04,1695738.463351533
00cabf621,1331624.4556174746
00cb48ae3,1660567.5966477676
00cb6b147,2347709.1348656653
00cc91a22,3384501.532392219
00cd65e9d,2023440.0949739274
00cd7d6a8,999883.2883600123
00cdc1483,3335685.1930003837
00ce9bea5,1972097.1476662892
00cea0091,6082724.512450325
00cea68c6,2812793.771996016
00d5a5975,2074668.5689022946
00d80a3a4,37475190.82518158
00d9f3864,495580.90589940833
00da4bd31,2332767.887904108
00df4dd77,9009036.545974432
00e1a55bf,2018603.1497060535
00e332971,2666291.153169789
00e5b6b1b,1940457.0101330823
00e85d5e3,1205652.9990507448
00e90abfa,1891590.5230328522
00e9708b4,2204905.388112906
00e9c680f,19658251.68391651
00eaa4394,3270652.343755518
00eae8832,1878486.0722858913
00ebefdc0,2521064.4665468065
00ecbcb1b,1789566.1455041983
00ed49382,2463850.865101259
00ed87564,8510328.519743253
00ef96cfd,97143.38367145635
00efe7ca3,4393829.430668905
00f36aa18,1058513.6896252392
00f3fb071,2986540.7523990422
00f43f548,1534169.4942525337
00f4d58ec,2081696.5104632035
00f56e106,5212350.010248452
00f84d8c2,1770345.667502431
00f92953b,869914.2799491461
00fa1d469,13217329.76591455
00ff96f49,1490630.2390967067
0100ce0d8,2536124.965199163
0102ea9e1,4287297.432612277
0104b3af3,2653797.1148219598
010672441,998795.8833915791
010771ca5,3109694.4021811048
0108aea9f,1173241.959515916
010a479e1,2373874.2786747226
010d0a2dd,4663460.336626285
010e3cea2,892309.6130138178
010e5417b,2240106.9935702602
01108a561,109539.95045012183
0110cca98,1865329.919829682
011449698,2830668.457865659
0114795f0,2015369.6527839135
011626c20,37691695.502477154
0117c8f27,3124118.303350449
0117dcb47,1271504.7413560927
0118c34be,2037837.3828825618
0119efcb9,3997643.978653526
011a58e13,3004921.6227144976
011b7902b,4945874.235771634
011ca122e,204136.3580777808
012053244,593495.1058112442
0122a258e,1252117.9020573306
0122a4305,535462.8315889877
01230d8ba,995103.3566374391
012414f4e,5484190.583318328
012452125,2064263.990833043
0124529b5,267332.9534396212
012556288,3137200.552666055
01257c24c,1911177.1515265878
01258b972,1252470.3844955123
0125b64db,1239303.5899268999
01295ef92,4708115.333995729
012a2752f,1459653.604405138
012b6ba95,388978.8406699761
012b96b58,2427156.6813211655
012e881b9,2023990.985356427
012f25e94,1602032.927950627
012fa70bb,4179053.9885081206
01304fc0a,2298654.5998771405
013230913,4662535.028634013
01336ceb8,1959375.9346642615
0133b85e7,1445914.8811323252
0136f8766,2161449.9453460267
0137356b9,3093121.837347352
013750184,627693.0657224929
013a3f07c,2323363.3502768404
013cc1c13,2931367.5642610905
013e96334,1460383.0419858322
013fae0b1,3777114.2798285373
014076343,949235.1436676793
0140ea0ba,1001018.1775734497
0143ee127,208145.5419842731
014461014,2230514.3791415608
01446634f,788937.9436766434
014729fb2,17085302.10000993
014749c88,3574486.3078451864
014787fc1,1493856.4703641704
014a6143c,1552755.3350214288
014af25cd,2162772.1541901655
014b5797e,5783747.638810392
014badcb1,678497.6771367947
014c523b1,19492502.00251712
014e55fdb,910596.7241328864
014ea0456,2496221.438230458
0151cc525,2305826.60834642
015409983,4810364.939776242
015411bfe,2144142.657960162
01560b792,49734.307625983216
0157b07da,3296527.332741137
01587bbbc,2236337.835886211
0158ba234,2778731.884255482
01590d52a,14291516.111950178
015a40790,3174970.152655928
015b07817,570529.1094290429
015fc3313,3657860.7215851755
01604ee4b,9359207.614199573
016054375,2480381.8895545863
01642dec0,2900690.309111457
0166ab5ea,837901.3671731947
016b405be,1649838.7632287727
016bdc940,19492502.00251712
016c31d1a,206280.981458834
016d290da,9959359.935441198
016decdd2,2706447.0032735057
016ee1214,7549015.825617482
016efef23,7188590.990680938
016f60448,2859429.370394839
017029678,2024014.6408288602
01704d4ca,1991419.763951974
0172638ce,2977394.014363805
0173e6be5,8726075.350573841
0174ed320,1110171.553610772
017623c5c,5688592.673033774
017a4044f,2784979.4722241326
017a6c7f9,3843571.4945751447
017ae7ac3,2994880.071511272
017b80d83,5247135.427969437
017d9f1a4,1001232.915270206
017e22e34,1651404.3759913072
017e9a902,8366212.202126554
0180f14e9,2553126.5151222525
018148c57,2675000.3697487437
018166b42,1479219.87831958
0181a6d0e,1124403.2345709137
018283661,1551707.4472098208
0183f9b32,1360939.6309083127
0186cbba4,1230586.0230000832
0188bc86f,1558550.4086534167
01890383f,406636.8536733327
018965366,2861879.5112265404
0189c8ab0,3291930.685201005
018d514a2,2739734.429567978
018d765bb,1519927.251686986
018dbbe73,1922127.2897213015
018de39ca,2728143.47986798
018fd935f,8696499.637411045
018ffc9fa,2136430.1786595713
019372984,2938236.4034682508
01937e592,605544.7118186076
019381521,1466572.5141495715
01952e574,2007094.521675099
019540ad9,36825309.46537121
01955815c,3278358.9367480245
0196be03d,1332746.0693701282
01978c738,3052524.8633988993
0197f607c,3162364.8466036837
01980e862,998795.8833915791
019823615,1148014.4429936868
019ab3785,4591973.840631596
019c0d544,3244847.274577864
019c5ad1d,5907662.737438839
019cff829,3875005.2379095424
019ed3e51,2952704.9451601477
019fd88df,1702368.5497594282
01a0a9e06,1683073.7597610152
01a1f927c,1973700.2190682346
01a4d6c6c,670163.6495142794
01a697820,2047613.5927253824
01a72cedb,538595.5958747355
01a900d08,1834830.0096634885
01a960c35,3116226.786193852
01aa854be,1068093.7919036257
01ab08b6a,1389166.2748817825
01ad8126b,2975054.5925356084
01af69076,3159638.4105018727
01aff9a04,2749549.785879665
01b128a94,2571331.5673361416
01b1e697f,4466543.907590393
01b3159e1,3306733.6514613107
01b342719,2101794.30088075
01b375dad,11134049.091942985
01b6d93e9,1979836.4684575112
01b6e8722,203447.2575655073
01b728f6c,2553922.8615908544
01b784536,2535467.9411573024
01b7d0580,19658251.68391651
01b7defea,930143.1778623133
01b80bb3c,2550436.1459988356
01b8c1484,3353741.389906837
01bbb0d76,665193.6028047649
01bc848d9,1075024.465903876
01bd8211e,1541504.0794256853
01bdda11d,2445646.821734832
01be390b4,2581939.576270879
01be6122c,3340634.913528907
01c1d1fb0,3037721.5261845435
01c33d5d2,1200173.6923752036
01c34e2ff,970364.9816580728
01c362322,6696657.7228364535
01c553e1a,2993630.9418723444
01c65531d,2683291.305403529
01c6933d0,37589096.27721157
01c74c797,3364171.7679996253
01c7eafe8,3241020.063218805
01c81cd35,8714011.556981431
01c898445,3309639.7975780703
01c9fd3a7,1363132.7721937695
01ca7113f,1082280.036895127
01cb0f6ea,5716219.333435766
01cc582f5,188928.2473620855
01cca8141,405808.6802814671
01cef01a2,3011783.6785849025
01d10e85d,2425871.722186525
01d193713,4013170.4260155754
01d2fecbe,1195836.1423122177
01d38c28f,987645.9255209693
01d396bc2,1059734.1340444358
01d7bfe15,2908555.0541653847
01d8282f2,2691125.055192346
01d94bd22,5798287.684312671
01da2afeb,5771428.057832983
01db02cda,2771065.4256331795
01dd4ee95,1023904.1373974415
01dd8785b,674226.2470613294
01dff0d9c,1534068.7328208801
01e04a9fb,938866.7755626028
01e06a9f0,1619404.3534667017
01e1970fb,3219135.292164149
01e1ee7f9,1908065.635240472
01e37465e,50606.86202238064
01e38e47e,662632.0918760924
01e6618b1,4184994.89981787
01e8de681,4168371.5135181034
01e9513b2,1696927.3095189033
01ea633f5,2794886.1885639527
01eba0824,3193503.652655386
01eca1d02,3861282.838189412
01ed1f78a,2044788.4245814907
01ee29ec7,5454469.008274833
01eed81f9,1467192.2303283755
01ef1d226,3444417.2830795855
01f0030e3,2298629.9867334263
01f15fad3,1208463.5792551679
01f330ffe,3000856.696591584
01f39eb1e,796057.2338962719
01f44549a,2197859.0134220063
01f5a652b,2116861.4379424155
01f889c84,19428708.9730944
01fa9c31e,2442927.1738772746
01fd4e7e9,1968098.0200430953
01fde1134,2088397.1873245225
01ff14471,11577276.62696386
01ffa7fbe,7506600.195711744
02001f60c,2015116.2208973393
0201ea0a0,2352321.3901401386
0201fe232,2846940.451495613
020699f8e,2220482.8698157812
0206a24ce,7956696.2029960435
0206bfd06,4753422.704010419
020741219,2257395.9098180356
020816bdb,1816664.478772753
0209a7570,3063803.7625619345
0209bf7b8,2406428.4314388777
0209d2fd2,1098266.0054421239
020b294bd,2054081.6738195487
020b5b442,2924573.996524804
020bd2d15,2253582.7152487393
020eaebb2,2831402.122571304
020ed0585,2891393.129597913
020f67b89,3601028.0043322323
02118146a,1576555.1631291006
0211c154c,3716241.4798379405
0211f9abc,1881883.9396481686
021257ae5,2041757.9570687653
02135d6ab,1967462.920966458
02170db23,647479.848154409
02180e987,1988758.9504713574
0218218c1,8589359.800385093
0218cd3d7,307074.85954379314
0219f8398,1574586.1727151445
021aee575,418137.0220724661
021bd4dca,2742540.45861129
021da9216,950015.334640589
021ebd418,38546232.50575847
021fd795a,4974694.2848529285
02223cd36,7995597.026825889
0223c16c1,1731777.2551946307
022678dd2,2090851.3980900897
022792b0a,3355763.8767156843
022804284,1724868.366995638
0228aa82d,2156295.4430864225
0229e75c4,2414209.379502372
022a8c2f7,19793153.435602378
022cb2631,2510237.8338921093
0230d4064,6419303.466258855
023377ebc,2397771.252559173
02342e4f7,864876.1165174629
0235e2eab,3140290.86231587
023990ec3,3018950.3711672937
023ac9a3c,1373248.6814111364
023b81381,2127842.389976256
023fa6bf0,2567758.2918344513
024078072,1707959.0229150793
0241d1cc7,2943484.316626459
0241dbd70,1696874.5345099214
02423aea3,950548.9227580812
0242e62ca,8060870.738652356
024306e5d,699601.2806459046
0244ca2e6,1173241.959515916
0245590f8,590902.2380634109
0246d6ee2,2335115.366719443
024739c7d,1929093.540888965
024766f47,8173448.129962053
024813220,2184391.4697963875
024890eac,1780528.8674139818
024c65d46,3084063.5893571037
024c8f9db,2088717.9982562591
024cbb5b4,769840.3888371688
024d9058c,1977906.8003699235
024fe32af,1493929.5646766108
025045845,2876392.2278726716
0250eb809,611087.8858662699
025179e5e,1269617.402454211
02537cf5e,3401026.695589277
0254223d8,4448948.102835754
0256c0b0e,8726100.95975415
025774ca3,3076462.904180546
025786cb9,3160726.6550095
0257e2b97,1455401.510242054
025994da9,1703318.1192663412
025a2f31f,1733916.5918277402
025a544da,2964898.0124385767
025a96ed9,2523463.7173519353
025abdc92,4192120.4210101976
025ba7d70,3061917.534272473
025c222b3,3846459.5718339426
025c7bb5f,1413567.2354726368
025e5d770,2689504.060735794
02635ccad,1862181.339671458
02648787c,20728196.504273113
026756d03,2189373.819388117
0267a271c,2231308.967242051
02681ecec,1941165.3020229265
02697d7c3,2944888.4679595456
0269a6f71,3992999.2846887107
0269d314c,2384862.4820382013
0269dba28,2486108.861689145
026a61d88,2602217.7969322125
026aeaa2c,2794364.2222598377
026b02a83,2525217.096318813
026baed22,2548294.2521911585
026c4e17b,1085592.919438413
026c5991c,2844203.1177673377
026cf59d9,905590.7191676936
026cfc392,233426.1039478091
0270a390f,1680753.639598406
0270be3af,2417328.6862651217
0270e156b,1548757.6252784396
027124809,3353713.068583299
0272c405a,25884853.862538572
027400cb8,878697.3011413353
0274ce8b8,1605766.318831799
027769b10,2105945.7412021337
0277d96d0,1527025.681337306
027a21566,8614562.466649616
027c75423,17941830.55663082
027cc80a8,2225807.98417923
027d5aea6,3101822.471651532
02865c5ec,1505536.1705619716
0287280ba,3105688.1293334174
02898064e,3879465.173378155
028988631,1678658.49869758
028a5c0d4,1994427.3887025346
028da53a4,158708.39547773206
028ee267a,1394945.1443899036
0292f2fc5,2978485.0208502775
02975edfa,2511231.6148315044
029a9db2e,1720223.869999502
029b14b56,3134385.7882289654
029bbe7d3,2167968.1906792293
029c1e398,1325914.8755159623
029da4b41,1505943.9073712395
02a0c1918,2256460.997662878
02a2a1bdf,2558547.1043538484
02a2c00e0,1513785.202875384
02a31514c,2477211.3021774213
02a3dc04d,2056281.3695563218
02a565b91,709728.1584465064
02ac98fd5,2818267.8311200365
02adff31a,8856846.865853988
02affe93a,3032338.911325419
02afff518,2433404.4559433814
02b000198,983034.9738640717
02b0b4bae,5805338.458768687
02b0c3fdb,2170596.9038715535
02b220cf1,2233349.619743988
02b25ade0,7661254.035279871
02b413bb1,38002260.45766333
02b4aaba1,14715319.45799583
02b67ff32,1842055.6746671349
02b71a6b2,5346551.843050133
02b79188f,20328581.855001885
02b8961fc,3672702.603945685
02b96ff6c,4038295.2957875812
02bad4594,2088263.6861213387
02bbd7b9d,2263933.557404959
02bcf8e90,1802689.9257206342
02bde66d2,1507380.8673800447
02bfe3c59,1739833.6598435834
02c119238,2853377.8889052244
02c16cb74,1425210.9148457996
02c475e65,1331666.3994823948
02c4d224b,1008670.6833470508
02c6d9700,1579296.032473677
02c74523d,8529901.502805563
02c7c5e05,1829305.2749379303
02c8a1f80,345855.2875556435
02c8c7175,3528527.628089487
02c91d25d,2247085.627408499
02ce4321f,1243028.2870062557
02cfae275,3283592.2435850212
02d07cb78,2755853.0562070794
02d147e50,1324802.3506725046
02d173c38,2983506.454424106
02d1a1e82,3122821.1081337584
02d2dc64c,1337122.030831543
02d3dcc5a,2005611.8516423833
02d67ed4c,2413828.3677144274
02d682de1,2861337.757845749
02d72b46d,2521203.7571397615
02da114c7,2488023.843983003
02da41c7e,1665547.9578540204
02dad771a,2104135.8996328805
02db2bb9a,262889.5676109852
02dc20d11,1647198.9482079444
02dc3b94d,1775055.407310898
02dd17f6f,5360256.413928265
02deaaed6,608075.531179438
02dfd3b7c,605645.7258994402
02e0b923c,10131541.663900653
02e23559a,3290954.094780939
02e2acbaa,2178979.509626585
02e5349d9,1508263.6612265243
02e6bbef5,3880823.498811105
02e7849bb,1166247.4744133162
02e80faad,1053780.288999967
02eaec8f8,2350584.7652720227
02edb9180,29597271.13572783
02ee21874,9203110.326251937
02ef3cdc7,3609453.5517352438
02f18ce31,2092851.1322750377
02f20fa4a,3035275.59772858
