index,rmse,feature
1489,0.6288748470646199,0186620d7
3728,0.6288823277310004,d1e0f571b
5251,0.6288827121735818,lstm_AE_col52_0
188,0.628883143328953,beb7f98fd
3971,0.6289013087740685,2954498ae
5305,0.6289252311577147,lstm_AE_col62_4
4490,0.6289376816131245,f39074b55
5253,0.6289387610117676,lstm_AE_col52_2
1879,0.6289464242637681,bc56b26fd
2863,0.6289584826638429,f296082ec
1621,0.6289903897188265,948e00a8d
5086,0.6289904667803761,lstm_AE_col19_0
2513,0.6290023204749101,1fe5d56b9
857,0.6290045132067708,64e38e7a2
4494,0.6290191655230369,77deffdf0
3890,0.6290260789431465,9f7b782ac
4250,0.6290315111807745,5239ceb39
5060,0.6290389446103857,lstm_AE_col13_4
4042,0.6290450434908245,34d3715d5
5052,0.6290471226496155,lstm_AE_col12_1
5075,0.6290482813466022,lstm_AE_col16_4
4436,0.6290543738210768,afe8cb696
5172,0.6290739233483873,lstm_AE_col36_1
5171,0.6290858661938042,lstm_AE_col36_0
5088,0.629096557667027,lstm_AE_col19_2
3216,0.6291181884394144,f97d9431e
3481,0.6291224255943711,3bdee45be
2692,0.6291239372459752,a9f61cf27
3100,0.6291261864876172,6eaea198c
1738,0.6291379274932978,f51378159
2734,0.62913977759017,d2ef684ed
5323,0.629139814653842,lstm_AE_col66_2
5125,0.6291482166168179,lstm_AE_col26_4
4025,0.6291822400622341,2fc60d4d9
658,0.6291942797772239,fb49e4212
4352,0.6291943562544485,5291be544
2720,0.6292154314806409,854e37761
2027,0.6292333079392952,87a2d8324
1078,0.6292410400072831,fcc17a41d
5154,0.6292447640069991,lstm_AE_col32_3
4126,0.6292505408108993,edc3f10a1
5406,0.6292580703303535,lstm_AE_col83_0
4654,0.6292721934063352,e5b2d137a
5087,0.6292828427424617,lstm_AE_col19_1
5094,0.6292991351036776,lstm_AE_col20_3
956,0.6293021601734782,d8c61553b
5380,0.6293309555488777,lstm_AE_col77_4
3189,0.629332643710766,2e103d632
338,0.6293601335271297,1d0aaa90f
4700,0.629369120910066,95aea9233
4870,0.6293716218406997,9abffd22c
2168,0.6293756585687355,964cd68bc
3268,0.6293849861063212,7da54106c
5214,0.6294145551691794,lstm_AE_col44_3
2243,0.6294470330991964,241f0f867
4766,0.6294532876331528,0a26a3cfe
1746,0.6295094701317471,9e711a568
3470,0.6295137227974001,4416cd92c
1838,0.6295184133084886,e9a8d043d
2605,0.6295228494674959,a8b721722
5389,0.6295241295033488,lstm_AE_col79_3
1272,0.6295253380599825,fb5f5836e
550,0.629525589564015,bee629024
435,0.6295287994661145,9a3a1d59b
2185,0.6295879307810096,58e056e12
5378,0.6295926275970849,lstm_AE_col77_2
5377,0.6296040178208678,lstm_AE_col77_1
2386,0.629617848483284,2488e17f5
4117,0.6296653049060117,0784536d6
5499,0.6296737529187701,lstm_AE_col101_3
4462,0.6296824180359114,230a025ca
5500,0.6296989043594139,lstm_AE_col101_4
4875,0.6296999190776618,896d1c52d
2446,0.629710796948443,236cc1ff5
3321,0.6297421218684573,8c8616b62
808,0.6297429727249102,aca228668
498,0.6297492446721925,041c5d0c9
2882,0.6297507730997821,2ad744c57
5410,0.6297510301139815,lstm_AE_col83_4
4949,0.6297571953343764,23310aa6f
4307,0.6297661248222688,f9e3b03b7
2822,0.6297960613207606,88ef1d9a8
4696,0.6297968680909223,190db8488
4998,0.6297989528588601,lstm_AE_col1_2
5205,0.6297998003529429,lstm_AE_col42_4
2155,0.629800263521924,092271eb3
5252,0.6298010990648628,lstm_AE_col52_1
4434,0.6298075038659245,402b0d650
5078,0.6298310185020775,lstm_AE_col17_2
5054,0.6298312554805006,lstm_AE_col12_3
2730,0.6298434518714752,578eda8e0
5407,0.6298492528679887,lstm_AE_col83_1
5189,0.6298505432535495,lstm_AE_col39_3
1303,0.6298518515610135,f3cf9341c
2894,0.6298653748800725,7166e3770
4939,0.6298810325107951,6df033973
1769,0.6298933822823444,dc528471e
5408,0.6298984881070183,lstm_AE_col83_2
3185,0.6299051692746203,348aedc21
1339,0.629910375882589,dd84964c8
2042,0.6299147082871478,c3c3f66ff
4659,0.6299262494705636,f1851d155
4103,0.6299322232152675,50e4f96cf
3334,0.6299361366638223,b88e5de84
3123,0.6299379959781523,ca2b906e8
5496,0.629951527447682,lstm_AE_col101_0
2618,0.6299536272954288,ff558c2f2
5409,0.6299546797320807,lstm_AE_col83_3
5497,0.629977772061588,lstm_AE_col101_1
3141,0.6299932522308697,23db7d793
4841,0.6299952335602474,9ed0e6ddb
5017,0.6299968444298619,lstm_AE_col5_1
1284,0.6300011885331576,476d95ef1
4811,0.6300409828038607,762cbd0ab
5474,0.6300481440020949,lstm_AE_col96_3
5182,0.6300507182644871,lstm_AE_col38_1
3626,0.6300527647894396,7a12cc314
5467,0.6300841697966448,lstm_AE_col95_1
3471,0.6300874087868136,8a088af55
2046,0.6300930254482103,080cd72ff
2975,0.6300937529682388,99e779ee0
1905,0.6301136346610468,2155f5e16
1526,0.6301195933044315,ebe9f985f
988,0.6301286922946043,ec2a9147d
2210,0.6301293348188628,2b2b5187e
2078,0.6301317682186676,166008929
3694,0.6301415062381726,5807de036
1359,0.6301471120470161,d7978c11c
5379,0.630154669080379,lstm_AE_col77_3
991,0.6301577936138231,cc73678bf
5148,0.6301619658191557,lstm_AE_col31_2
4930,0.6301683574482662,ef30f6be5
1486,0.63018110257507,8c0a1fa32
4845,0.6301851025167009,ea26c7fe6
454,0.630196354495506,737d43535
4885,0.6301965567200349,acc4a8e68
3836,0.6302284928418014,20604ed8f
1313,0.6302336102536499,193a81dce
3397,0.6302339107044435,ced6a7e91
5342,0.6302353811124448,lstm_AE_col70_1
5541,0.6302449719352761,lstm_AE_col110_0
5020,0.6302618539175121,lstm_AE_col5_4
1860,0.6302621126829404,62ea662e7
4231,0.6302699000441279,aba01a001
4375,0.6302738446246535,6e29e9500
1730,0.6302765201684473,1d5df91e2
974,0.6302807772181582,6f88afe65
3400,0.6302885094770229,29ab304b9
291,0.630308654149212,63c094ba4
2298,0.6303225064547868,b6d206324
1625,0.6303361988126008,93a31829f
912,0.6303402906167673,ec4dc7883
5548,0.6303445768299283,lstm_AE_col111_2
3788,0.6303482810039334,f016fd549
4699,0.6303538009960945,f14b57b8f
200,0.6303541792923655,ffb34b926
5150,0.630355640600381,lstm_AE_col31_4
3563,0.6303558589116935,467bee277
5050,0.6303597265907054,lstm_AE_col11_4
2990,0.6303747192741952,fd99c18b5
2728,0.6303800854821014,b6daeae32
4607,0.630389509104712,04be96845
4428,0.6303925290467841,0c8063d63
3668,0.6303932807756557,4fe8b17c2
3888,0.6303952469127223,2e3c96323
4150,0.6304040761635551,469630e5c
5099,0.6304065995811181,lstm_AE_col21_3
4291,0.6304159116316717,f3a4246a1
3487,0.6304172098959494,ad4e33a4c
5074,0.6304181133478224,lstm_AE_col16_3
784,0.6304281229583134,d5754aa08
2662,0.6304442043164884,031490e77
2898,0.630448465933145,d5fa73ead
5190,0.6304508002719132,lstm_AE_col39_4
2462,0.6304653152735106,5bc7ab64f
860,0.6304656436056066,d47c58fe2
3287,0.630469095563394,0b1560062
538,0.6304696103305906,0e0f8504b
5473,0.6304720938104376,lstm_AE_col96_2
3514,0.6304801507448181,75b663d7d
5399,0.6304818145134511,lstm_AE_col81_3
411,0.630482261067768,1477c751e
5319,0.6304844297100013,lstm_AE_col65_3
3740,0.6304956862253661,1938873fd
778,0.6304970473838998,07cb6041d
4849,0.6305099296573196,46c525541
5254,0.6305190484551688,lstm_AE_col52_3
2234,0.6305191345112526,7f55b577c
5404,0.6305281595600833,lstm_AE_col82_3
4312,0.630530999277307,93521d470
1987,0.6305419679472648,1401de8c2
2885,0.6305663622371211,d51d10e38
3106,0.6305991319182025,5ee81cb6e
5026,0.6306024191904159,lstm_AE_col7_0
170,0.6306094317188408,d318bea95
225,0.6306158971704974,0e1f6696a
3735,0.6306203056445974,96b6bd42b
5432,0.6306205506706793,lstm_AE_col88_1
4230,0.6306216624558527,2bbcbf526
5301,0.6306275598178906,lstm_AE_col62_0
4808,0.6306370987439506,593cccdab
3480,0.6306371178559148,0256b6714
3085,0.630640520222499,5bf913a56
5027,0.630642412558239,lstm_AE_col7_1
4560,0.6306429459927321,0d51722ca
3377,0.6306468762873401,86558e595
1915,0.6306477612451126,a1a0084e3
5314,0.6306603777822183,lstm_AE_col64_3
98,0.6306642628836537,21e0e6ae3
1688,0.6306653866425058,0f7ae26ce
5392,0.6306690040565581,lstm_AE_col80_1
4587,0.6306711331067207,ef1e1fac8
3274,0.6306908182681237,aecaa2bc9
3553,0.6307005703637838,467aa29ce
430,0.6307158183050685,ba136ae3f
5142,0.6307223460488021,lstm_AE_col30_1
5542,0.6307253737204983,lstm_AE_col110_1
5202,0.6307301024202715,lstm_AE_col42_1
1178,0.6307315025537361,2b54cddfd
123,0.6307368290845629,408d191b3
4527,0.6307482774768929,c00356999
5318,0.6307486684689998,lstm_AE_col65_2
2193,0.6307501751040725,e16a20511
4043,0.6307544144212685,06393096a
3854,0.6307610982032642,b25319cb3
5384,0.6307702372238219,lstm_AE_col78_3
5144,0.6307755024789723,lstm_AE_col30_3
5103,0.6307766072759624,lstm_AE_col22_2
5225,0.6307824596037062,lstm_AE_col46_4
3510,0.6307845425259424,122c135ed
834,0.6307911681675776,e62c5ac64
4961,0.6307912029575063,cdfc2b069
5395,0.6308097271242703,lstm_AE_col80_4
3345,0.6308129633809623,a3c187bb0
5011,0.6308199087975361,lstm_AE_col4_0
4242,0.6308340704064999,fe28836c3
4475,0.6308381553729483,a8b6710d0
1985,0.6308395114207254,5755fe831
5390,0.6308437840630812,lstm_AE_col79_4
4554,0.6308467864850975,c5a231d81
3263,0.6308477920066912,b6ee6dae6
168,0.6308635292403466,a75d400b8
108,0.630874120066149,251d1aa17
1254,0.6308744195111747,941244262
2802,0.6308757961112782,266525925
5376,0.6308831201788514,lstm_AE_col77_0
937,0.630884526291257,2191d0a24
3477,0.630890893576496,dff08f7d5
4328,0.6309027789245467,5ad1de183
303,0.6309057306842686,342e7eb03
2192,0.6309072033993668,44cb9b7c4
4080,0.6309186749540251,11e12dbe8
1227,0.6309187942470218,fa05fd36e
263,0.6309203616998083,be448d5b9
2045,0.6309269518792904,4933f2e67
1042,0.6309304988336288,4e06e4849
262,0.6309396098250164,b77bc4dac
2053,0.6309456083317109,b0095ae64
2921,0.6309466487903139,19975f6ff
2757,0.6309487001532441,fb387ea33
4096,0.6309561072331561,4b9540ab3
5545,0.6309657658853665,lstm_AE_col110_4
5386,0.6309717054717572,lstm_AE_col79_0
300,0.630973378990386,ef4b87773
1482,0.6309774516380684,b6c0969a2
4932,0.6309801288165267,a19b05919
1276,0.6309806240215154,df838756c
4167,0.6309840415679252,37ac53919
4332,0.6309909727012435,9d4f88c7b
4782,0.6309947179511228,324e49f36
5151,0.6309970066038877,lstm_AE_col32_0
4474,0.6309996502508626,9a07d7b1f
5448,0.6309998754633818,lstm_AE_col91_2
852,0.6310023651760612,33e4f9a0e
624,0.6310024304068007,8389fa5f0
1169,0.6310133883076959,bd6da0cca
426,0.6310156697551657,796855249
4926,0.6310194117093217,dcfcddf16
776,0.6310197935882593,9df4daa99
4669,0.631023599975971,d58172aef
3024,0.6310256434329797,f6eba969e
1185,0.6310262109086788,150dc0956
554,0.6310316852601667,9f5f58e61
2721,0.631034437658999,2599a7eb7
4005,0.6310357668135075,8dc7f1eb9
102,0.6310363586917671,64534cc93
3934,0.6310386010352853,9e39c29d0
5287,0.6310412081167917,lstm_AE_col59_1
3391,0.6310703969721622,e5587ec32
1334,0.6310757920285626,733b3dc47
1654,0.6310761286281572,293e2698e
850,0.6310787871465633,c73c31769
3739,0.6310841561778928,b56f52246
4301,0.6310912230873525,414b74eaa
5374,0.6310930437320904,lstm_AE_col76_3
465,0.6310955092004227,cde3e280a
3766,0.6310961941247976,9aeec78c5
5306,0.6311108741872226,lstm_AE_col63_0
5322,0.631110910432765,lstm_AE_col66_1
1891,0.631112910153544,57276ea06
1065,0.6311251595816098,2ef8b7f4f
492,0.6311278893825589,8f3740670
3632,0.6311303871928973,45226872a
2245,0.6311304880014059,215c4d496
2895,0.6311325309876185,3de2a9e0d
3452,0.6311403632616107,2c42b0dce
3399,0.6311419675637565,939f628a7
5466,0.6311447126721297,lstm_AE_col95_0
2090,0.6311468193844345,db1da2c31
1865,0.6311537037494107,1b681c3f0
3753,0.6311576433465083,7a7da3079
5157,0.6311607692894773,lstm_AE_col33_1
1426,0.6311628365727366,f4b374613
297,0.6311692979206993,90a438099
5160,0.631172225187212,lstm_AE_col33_4
4558,0.6311729754341936,7e3e026f8
2409,0.6311764363000878,3eefaafea
2435,0.6311812540387347,01f7de15d
5544,0.6311812756434678,lstm_AE_col110_3
2604,0.6311874748015216,5d8a55e6d
3244,0.6311918446067127,6ba70f5f8
432,0.6311919049765009,794e93ca6
5435,0.6311920718968704,lstm_AE_col88_4
5324,0.6311997250870398,lstm_AE_col66_3
1887,0.6312015516048171,7aaefdfd7
898,0.6312044257015209,bc70cbc26
2932,0.6312063153106731,36a9a8479
1710,0.6312097796545362,51d4053c7
5259,0.6312163137010673,lstm_AE_col53_3
944,0.6312199224817322,be2e15279
1604,0.631223220275514,b85fa8b27
1535,0.6312263287766808,cc507de6c
2582,0.6312295738928078,61c1b7eb6
5229,0.6312377349930413,lstm_AE_col47_3
2108,0.6312443033166009,dfd179071
27,0.6312474455266127,0d866c3d7
2800,0.6312489895302276,4f45e06b3
5335,0.6312506204867212,lstm_AE_col68_4
3768,0.6312573688599139,9c36a77b3
3582,0.6312593882972323,44f2f419e
5398,0.6312657542635566,lstm_AE_col81_2
1202,0.6312698632329211,fbaed5913
905,0.6312746656545528,22f95560c
2005,0.6312754773311007,cd24eae8a
3627,0.6312759270781013,3c4df440f
2477,0.6312821827196865,2862eec4f
2095,0.6312830080142171,c46028c0f
872,0.6312844567123449,6786ea46d
5286,0.631284727278421,lstm_AE_col59_0
3731,0.6312890322738127,9d478c2ae
4082,0.6313001729083303,eb4a20186
5249,0.6313052326439241,lstm_AE_col51_3
675,0.6313065087814296,a960611d7
306,0.6313107276644918,4c60b70b8
2297,0.6313123837472974,1da5c1b6b
4021,0.6313134606683404,d7d314edc
4432,0.6313163156787016,fb5e1b2b7
5403,0.6313200547732556,lstm_AE_col82_2
4815,0.6313225822586785,857020d0f
4306,0.6313229993255534,949ed0965
2237,0.631323085929384,cc0045289
598,0.6313255902896014,ac30af84a
5543,0.6313334982304627,lstm_AE_col110_2
925,0.631338518434702,4edc3388d
831,0.6313427715842971,ab7b12083
4990,0.6313461564170317,9fc776466
5080,0.6313465545633544,lstm_AE_col17_4
5079,0.6313553721936278,lstm_AE_col17_3
608,0.6313593179379623,76bfb8732
984,0.631360733960165,5ab3be3e1
3023,0.6313617343243221,58ed8fb53
4550,0.6313722094423829,71deb9468
1362,0.6313751598816645,174edf08a
3856,0.6313753841477127,1af4d24fa
795,0.6313798645442485,ac61229b6
3847,0.6313799854385146,b599b0064
3513,0.6313805831420439,cbbc9c431
5149,0.6313811002025518,lstm_AE_col31_3
3456,0.6313819475749523,ed8951a75
3672,0.6313875420207194,a029667de
1620,0.6313941539166129,dc07f7e11
1781,0.6313978993462577,2e7f340f2
5196,0.6314038810227102,lstm_AE_col41_0
4127,0.6314041070994918,cb4f34014
4708,0.6314068185337395,da7f4b066
314,0.6314076340532362,4da206d28
3363,0.6314081132739254,097c7841e
4503,0.6314137219013863,fc9d04cd7
4740,0.6314154436937853,7ba58c14d
5120,0.6314254223745281,lstm_AE_col25_4
562,0.6314283470641238,26fc93eb7
4795,0.6314288702579788,b850c3e18
578,0.6314297143506864,76a75bd91
5515,0.631430202252502,lstm_AE_col104_4
2335,0.6314347696028947,8d81c1c27
1597,0.6314415939877678,e03733f56
1059,0.6314416944803508,06a1c3b47
2010,0.6314450456758827,ca67f1baa
2902,0.6314471831257016,32cab3140
2927,0.6314475047617832,1af4ab267
539,0.6314517910360233,c25ea08ba
371,0.6314544071312134,3be79d4a5
5215,0.6314565771401418,lstm_AE_col44_4
4674,0.631462182585681,27998d0f4
1717,0.6314623254836172,0a953f97e
5051,0.631465453611127,lstm_AE_col12_0
2134,0.6314675571709607,2fc5bfa65
2677,0.6314709952985361,fe33df1c4
4481,0.6314830326038218,50108b5b5
2142,0.6314849114154887,0019109c4
5289,0.6314876952302455,lstm_AE_col59_3
2759,0.6314914157678566,98d90a1d1
886,0.6314953700813835,e613715cc
4529,0.6315025550880253,ca7ea80a3
5363,0.6315046122903903,lstm_AE_col74_2
2410,0.631504646153549,a0a3c0f1b
2212,0.6315055300821443,3d6d38290
203,0.6315078756821382,e700276a2
5481,0.6315135427030399,lstm_AE_col98_0
193,0.6315135885761454,99f466457
943,0.6315168820611102,77697c671
4974,0.6315203971131921,8d8bffbae
718,0.6315227410001949,907e76fa9
318,0.6315372112016802,c1b9f4e76
3054,0.6315377281566601,c4255588c
274,0.6315385689369489,d4e8dd865
3904,0.6315451376670096,a15b2f707
1306,0.6315451836431872,5c208a931
3063,0.6315537893660624,dd3e0f1d7
1096,0.6315556721581452,375c6080e
1098,0.6315580895291939,d6006ff44
2087,0.6315621905613671,f8405f8b9
3669,0.6315622038041934,a00a63886
1205,0.6315623723136365,994b946ad
5063,0.631563250275895,lstm_AE_col14_2
3724,0.6315647305643388,dc10234ae
2581,0.6315658852307924,d6af4ee1a
1330,0.6315673450279321,a29c9f491
1433,0.6315708086811818,0741f3757
5329,0.6315718559780833,lstm_AE_col67_3
3629,0.6315749275159193,edad0778a
1477,0.6315778162829278,a4511cb0b
3059,0.6315808705931172,7db1be063
1079,0.6315845698724921,79e0c374a
5488,0.6315854263701972,lstm_AE_col99_2
4963,0.6315925517601897,6b119d8ce
4797,0.6315936263673346,ae3aa1abd
4942,0.6315937446305141,e431708ff
5341,0.6315960075300577,lstm_AE_col70_0
2659,0.6315999460537711,fa9d6b9e5
5434,0.6316031448732224,lstm_AE_col88_3
1885,0.6316075634178366,1435ecf6b
5146,0.6316114159635043,lstm_AE_col31_0
615,0.6316148375954148,ebaaead05
4804,0.631616884303604,adf357c9b
3600,0.6316194770236537,4f2f6b0b3
5029,0.6316218191470906,lstm_AE_col7_3
2272,0.6316228858824413,b5c839236
1920,0.6316248161310029,88d29cfaf
1571,0.6316292551997965,7ab926448
2308,0.6316338593642987,914d2a395
4780,0.6316343108494632,8c61bede6
1196,0.6316378918415169,f31b73813
2164,0.6316398527038554,deabe0f4c
3783,0.6316431398908,24b2da056
4690,0.6316453112333263,555265925
5057,0.6316459550424003,lstm_AE_col13_1
2764,0.6316459849160819,20551fa5b
1821,0.6316589079611719,0d7692145
964,0.6316613011337401,e222309b0
2490,0.6316622662084783,1c873e4a6
949,0.6316685383721407,6fa35fbba
693,0.6316716752046201,1d9078f84
2388,0.6316807035820203,72f9c4f40
1368,0.6316818487762846,d7f15a3ad
786,0.6316818578595439,8bd53906a
1414,0.6316821159472346,9b26736c3
830,0.6316991126233144,775577e6f
295,0.631700625206735,b1b17b543
5452,0.6317096324890925,lstm_AE_col92_1
1088,0.6317103534162849,890d30d93
3717,0.6317113337727472,a6229abfb
2768,0.6317114953654939,26c68cede
4871,0.631716140631958,2dbeac1de
4645,0.6317190304217104,2ab9356a0
3558,0.6317270945694403,44f3640e4
1363,0.6317293881058132,9126049d8
5443,0.6317384409779898,lstm_AE_col90_2
1321,0.6317425199342139,06148867b
1916,0.6317463163647912,018ab6a80
3051,0.6317479878015507,f171b61af
4015,0.6317513080393312,fd1102929
2153,0.6317524719058045,280898a2f
3685,0.6317549890370115,5374a601b
1701,0.6317559729466766,2b9b1b4e2
5127,0.6317627137041213,lstm_AE_col27_1
1487,0.6317630162748755,bd1c19973
2831,0.6317675444516577,14c2463ff
4596,0.6317688834268511,9ad654461
695,0.6317782856845585,90e069c70
4864,0.6317787721031162,4c7768bff
1129,0.6317826604252541,cbf236577
2133,0.6317859328134956,39549da61
3670,0.6317914185069191,b3abb64d2
2628,0.6317941136510192,b2e1308ae
4695,0.6317973474349708,1f8415d03
5222,0.6317993409844527,lstm_AE_col46_1
2292,0.6317995393161113,4c2064b00
954,0.6318008167549038,3be4dad48
5248,0.6318016052111561,lstm_AE_col51_2
1775,0.6318032186982926,64c6eb1cb
2698,0.631804676606929,0dc4d6c7d
5097,0.631813011341147,lstm_AE_col21_1
1820,0.6318160642923568,3be3c049e
1902,0.6318185667776167,5030aed26
1595,0.6318196239051936,7c444370b
5266,0.6318212891237973,lstm_AE_col55_0
3492,0.6318236797415324,c63b4a070
217,0.6318237796029678,9dbb6b717
